atomic	StoreUint32	atomic.StoreUint32(&n.loading, 0)
b	string	b.string(err.Error())
b	string	b.string(q)
b	string	b.string(query)
b	string	b.string(st.name)
b	next	b.next('D')
b	next	b.next('E')
b	next	b.next(1)
b	next	b.next('S')
b	next	b.next('B')
b	int16	b.int16(len(paramFormats))
b	int16	b.int16(0)
b	int16	b.int16(len(args))
b	int16	b.int16(x)
b	WriteByte	b.WriteByte('=')
b	WriteByte	b.WriteByte('\n')
b	WriteByte	b.WriteByte(' ')
b	byte	b.byte('S')
b	byte	b.byte(0)
b	byte	b.byte('P')
b	Bytes	b.Bytes()
b	WriteString	b.WriteString(key)
b	WriteString	b.WriteString(stringVal)
b	WriteString	"b.WriteString(fmt.Sprintf(\"%q\", stringVal))"
b	WriteString	b.WriteString(key.Type())
b	int32	b.int32(len(datum))
b	int32	b.int32(-1)
b	int32	b.int32(0)
b	checkSuccess	b.checkSuccess(action, berr, lerr, err)
best	RUnlock	best.RUnlock()
bp	rollOver	bp.rollOver()
bp	handleResponse	bp.handleResponse(response)
broker	ID	broker.ID()
bson	Unmarshal	bson.Unmarshal(d, result)
bson	Unmarshal	bson.Unmarshal(data, &res)
bson	Unmarshal	bson.Unmarshal(replyData, &result)
buf	WriteString	"buf.WriteString(\"\\t- \")"
buf	WriteString	"buf.WriteString(\"multiple errors in bulk operation:\\n\")"
buf	WriteString	"buf.WriteString(\") -> (\")"
buf	WriteString	buf.WriteString(fin)
buf	WriteString	buf.WriteString(sep)
buf	WriteString	"buf.WriteString(\", \")"
buf	WriteRune	buf.WriteRune('_')
buf	WriteRune	buf.WriteRune(v)
buf	WriteByte	buf.WriteByte('&')
buf	WriteByte	buf.WriteByte('?')
buf	WriteByte	buf.WriteByte(value[len(value)-1])
buf	WriteByte	buf.WriteByte('\n')
buf	String	buf.String()
buffer	AppendByte	buffer.AppendByte(':')
buffer	AppendByte	buffer.AppendByte('\t')
buffer	AppendByte	buffer.AppendByte('\n')
bufio	NewWriter	bufio.NewWriter(rwc)
bufio	NewWriter	bufio.NewWriter(netConn)
bufio	NewReader	bufio.NewReader(netConn)
bufio	NewReader	bufio.NewReader(rwc)
bytes	Equal	bytes.Equal(exp, act)
bytes	Equal	bytes.Equal(p, sentinel)
bytes	Equal	bytes.Equal(k.pubKeyData, pubKeyData)
bytes	Equal	"bytes.Equal(elem, []byte(\"NULL\"))"
bytes	Equal	bytes.Equal(key.Marshal(), f.key.Marshal())
bytes	Equal	bytes.Equal(value.handle, emitter.tag_directives[i].handle)
bytes	HasPrefix	"bytes.HasPrefix(versionString, []byte(\"SSH-\"))"
bytes	HasPrefix	bytes.HasPrefix(tag, tag_directive.prefix)
bytes	HasPrefix	bytes.HasPrefix(src[i:], del)
c	process	c.process(cmd)
c	Render	c.Render(code, render.JsonpJSON{Callback: callback, Data: obj})
c	Render	c.Render(code, instance)
c	Render	c.Render(code, render.JSON{Data: obj})
c	Render	c.Render(code, render.IndentedJSON{Data: obj})
c	Render	c.Render(code, render.SecureJSON{Prefix: c.engine.secureJsonPrefix, Data: obj})
c	Render	c.Render(code, render.PureJSON{Data: obj})
c	handleProtocolError	"c.handleProtocolError(\"invalid utf8 payload in close frame\")"
c	handleProtocolError	"c.handleProtocolError(\"unknown opcode \" + strconv.Itoa(frameType))"
c	handleProtocolError	"c.handleProtocolError(\"control frame not final\")"
c	handleProtocolError	"c.handleProtocolError(\"control frame length > 125\")"
c	handleProtocolError	"c.handleProtocolError(\"message start before final message frame\")"
c	handleProtocolError	"c.handleProtocolError(\"unexpected reserved bits 0x\" + strconv.FormatInt(int64(rsv), 16))"
c	Process	c.Process(cmd)
c	fatal	c.fatal(err)
c	fatal	c.fatal(e)
c	zAdd	c.zAdd(a, n, members...)
c	Close	c.Close()
c	Next	c.Next()
c	MustBindWith	c.MustBindWith(obj, binding.XML)
c	MustBindWith	c.MustBindWith(obj, binding.Query)
c	MustBindWith	c.MustBindWith(obj, binding.JSON)
c	MustBindWith	c.MustBindWith(obj, b)
c	writeBytes	c.writeBytes(strconv.AppendInt(c.numScratch[:0], n, 10))
c	writeBytes	c.writeBytes(strconv.AppendFloat(c.numScratch[:0], n, 'g', -1, 64))
c	writeBytes	c.writeBytes(arg)
c	writeBytes	c.writeBytes(buf.Bytes())
c	cancel	c.cancel(true, DeadlineExceeded)
c	cancel	c.cancel(true, Canceled)
c	print	"c.print(\"Send\", commandName, args, nil, err)"
c	print	"c.print(\"Do\", commandName, args, reply, err)"
c	print	"c.print(\"DoWithTimeout\", commandName, args, reply, err)"
c	print	"c.print(\"Receive\", \"\", nil, reply, err)"
c	print	"c.print(\"ReceiveWithTimeout\", \"\", nil, reply, err)"
c	ShouldBindWith	c.ShouldBindWith(obj, binding.Query)
c	ShouldBindWith	c.ShouldBindWith(obj, b)
c	ShouldBindWith	c.ShouldBindWith(obj, binding.XML)
c	ShouldBindWith	c.ShouldBindWith(obj, binding.JSON)
c	Unlock	c.Unlock()
c	writeFatal	c.writeFatal(err)
c	writeFatal	c.writeFatal(ErrCloseSent)
c	releaseConn	c.releaseConn(cn, err)
c	releaseConn	c.releaseConn(cn, err, false)
c	releaseConn	c.releaseConn(cn, err, timeout > 0)
c	bitOp	"c.bitOp(\"and\", destKey, keys...)"
c	bitOp	"c.bitOp(\"xor\", destKey, keys...)"
c	bitOp	"c.bitOp(\"not\", destKey, key)"
c	bitOp	"c.bitOp(\"or\", destKey, keys...)"
c	Lock	c.Lock()
c	writeString	"c.writeString(\"\")"
c	writeString	"c.writeString(\"0\")"
c	writeString	c.writeString(arg)
c	writeString	"c.writeString(\"1\")"
c	Set	c.Set(AuthUserKey, user)
c	Set	c.Set(BodyBytesKey, body)
c	Set	c.Set(BindKey, obj)
c	WriteControl	"c.WriteControl(CloseMessage, FormatCloseMessage(CloseMessageTooBig, \"\"), time.Now().Add(writeWait))"
c	WriteControl	c.WriteControl(CloseMessage, FormatCloseMessage(CloseProtocolError, message), time.Now().Add(writeWait))
c	WriteControl	c.WriteControl(CloseMessage, message, time.Now().Add(writeWait))
c	reset	c.reset()
c	printValue	c.printValue(&buf, arg)
c	printValue	c.printValue(&buf, reply)
c	printValue	c.printValue(buf, vv)
c	JSON	c.JSON(code, data)
c	JSON	c.JSON(-1, errors)
c	JSON	c.JSON(code, jsonObj)
c	checkMovedErr	c.checkMovedErr(cmd, err, failedCmds)
c	AbortWithStatus	c.AbortWithStatus(http.StatusUnauthorized)
c	AbortWithStatus	c.AbortWithStatus(http.StatusInternalServerError)
c	AbortWithStatus	c.AbortWithStatus(code)
c	writeLen	c.writeLen('$', len(s))
c	writeLen	c.writeLen('*', 1+len(args))
c	writeLen	c.writeLen('$', len(p))
c	zIncr	c.zIncr(a, n, member)
c	shutdown	"c.shutdown(\"nosave\")"
c	shutdown	"c.shutdown(\"\")"
c	shutdown	"c.shutdown(\"save\")"
cb	method	cb.method()
ce	Write	ce.Write(s.sweetenFields(context)...)
ce	Write	ce.Write(fields...)
ch	Reject	ch.Reject(ConnectionFailed, err.Error())
ch	Reject	"ch.Reject(ConnectionFailed, \"could not parse forwarded-streamlocal@openssh.com payload: \"+err.Error())"
ch	Reject	"ch.Reject(Prohibited, \"no forward for address\")"
ch	Reject	"ch.Reject(ConnectionFailed, \"could not parse forwarded-tcpip payload: \"+err.Error())"
ch	Reject	"ch.Reject(UnknownChannelType, fmt.Sprintf(\"unknown channel type: %v\", ch.ChannelType()))"
ch	sendMessage	"ch.sendMessage(channelCloseMsg{
	PeersID: ch.remoteId})"
ch	sendMessage	ch.sendMessage(channelCloseMsg{PeersID: ch.remoteId})
ch	sendMessage	ch.sendMessage(msg)
ch	sendMessage	ch.sendMessage(reject)
ch	sendMessage	"ch.sendMessage(channelEOFMsg{
	PeersID: ch.remoteId})"
chaincodeLogger	Errorf	"chaincodeLogger.Errorf(\"%+v\", err1)"
chaincodeLogger	Errorf	"chaincodeLogger.Errorf(\"[%s]Incorrect chaincode message %s received. Expecting %s or %s\", shorttxid(responseMsg.Txid), responseMsg.Type, pb.ChaincodeMessage_RESPONSE, pb.ChaincodeMessage_ERROR)"
chaincodeLogger	Errorf	"chaincodeLogger.Errorf(\"[%s] Another state request pending for this Txid. Cannot process.\", shorttxid(txid))"
chaincodeLogger	Errorf	"chaincodeLogger.Errorf(\"[%s] Received %s. Payload: %s\", shorttxid(responseMsg.Txid), pb.ChaincodeMessage_ERROR, responseMsg.Payload)"
chaincodeLogger	Errorf	"chaincodeLogger.Errorf(\"[%s]Received %s. Payload: %s\", shorttxid(responseMsg.Txid), pb.ChaincodeMessage_ERROR, responseMsg.Payload)"
chaincodeLogger	Errorf	chaincodeLogger.Errorf(errFmt, args...)
chaincodeLogger	Debugf	"chaincodeLogger.Debugf(\"[%s] send state message %s\", shorttxid(msg.Txid), msg.Type)"
chaincodeLogger	Debugf	"chaincodeLogger.Debugf(\"in proc %v\", args)"
chaincodeLogger	Debugf	"chaincodeLogger.Debugf(\"[%s] before send\", shorttxid(msg.Txid))"
chaincodeLogger	Debugf	"chaincodeLogger.Debugf(\"[%s] Handling ChaincodeMessage of type: %s(state:%s)\", shorttxid(msg.Txid), msg.Type, handler.state)"
chaincodeLogger	Debugf	"chaincodeLogger.Debugf(\"%+v\", err)"
chaincodeLogger	Debugf	"chaincodeLogger.Debugf(\"[%s] Init get response status: %d\", shorttxid(msg.Txid), res.Status)"
chaincodeLogger	Warningf	"chaincodeLogger.Warningf(\"Invalid logging level in '%s' ignored\", field)"
chaincodeLogger	Warningf	"chaincodeLogger.Warningf(\"Error: %s for shim log level: %s\", err, shimLogLevelString)"
chaincodeLogger	Warningf	"chaincodeLogger.Warningf(\"Invalid logging override '%s' ignored - missing ':'?\", field)"
chaincodeLogger	Warningf	"chaincodeLogger.Warningf(\"Invalid logging override specification '%s' ignored - no module specified\", field)"
chaincodeLogger	Warningf	"chaincodeLogger.Warningf(\"Logging level '%s' not recognized, defaulting to '%s': %s\", field, defaultLevel, err)"
chaincodeLogger	Warningf	"chaincodeLogger.Warningf(\"Error: '%s' for chaincode log level: %s; defaulting to %s\", err, chaincodeLogLevelString, defaultLevel.String())"
child	cancel	child.cancel(false, p.err)
child	cancel	child.cancel(false, err)
child	cancel	child.cancel(false, parent.Err())
ci	setBad	ci.setBad()
ci	Unlock	ci.Unlock()
ci	Lock	ci.Lock()
ci	setError	ci.setError(err)
ci	setError	"ci.setError(fmt.Errorf(\"unknown response during CopyIn: %q\", t))"
client	Closed	client.Closed()
client	deregisterBroker	client.deregisterBroker(broker)
cloned	Close	cloned.Close()
cluster	Unlock	cluster.Unlock()
cluster	Lock	cluster.Lock()
cluster	RUnlock	cluster.RUnlock()
cluster	RLock	cluster.RLock()
cluster	syncServers	cluster.syncServers()
cluster	removeServer	cluster.removeServer(server)
cluster	removeServer	cluster.removeServer(pending.server)
cluster	addServer	cluster.addServer(pending.server, pending.info, completeSync)
cluster	addServer	cluster.addServer(pending.server, pending.info, partialSync)
cluster	addServer	cluster.addServer(server, info, completeSync)
cmd	setErr	cmd.setErr(e)
cmd	setErr	cmd.setErr(err)
cmd	Err	cmd.Err()
cmd	Val	cmd.Val()
cmd	setReadTimeout	cmd.setReadTimeout(timeout)
cmd	setReadTimeout	cmd.setReadTimeout(a.Block)
cn	send	cn.send(w)
cn	send	cn.send(b)
cn	errRecover	cn.errRecover(&err)
cn	processReadyForQuery	cn.processReadyForQuery(r)
cn	readReadyForQuery	cn.readReadyForQuery()
cn	checkIsInTransaction	cn.checkIsInTransaction(true)
cn	checkIsInTransaction	cn.checkIsInTransaction(false)
cn	isInTransaction	cn.isInTransaction()
cn	readBindResponse	cn.readBindResponse()
cn	readParseResponse	cn.readParseResponse()
cn	postExecuteWorkaround	cn.postExecuteWorkaround()
conn	Close	conn.Close()
context	Background	context.Background()
curve	Params	curve.Params()
d	unmarshal	d.unmarshal(n, reflect.ValueOf(v))
d	unmarshal	d.unmarshal(n.children[i], k)
d	unmarshal	d.unmarshal(n.children[i+1], field)
d	unmarshal	d.unmarshal(n.children[i+1], value)
d	unmarshal	d.unmarshal(n.children[i+1], v)
d	unmarshal	d.unmarshal(node, v)
d	Kind	d.Kind()
d	IsNil	d.IsNil()
d	terror	d.terror(n, tag, out)
d	terror	d.terror(n, yaml_SEQ_TAG, out)
d	terror	d.terror(n, yaml_MAP_TAG, out)
d	SetUint	d.SetUint(x)
d	SetUint	d.SetUint(0)
d	SetInt	d.SetInt(x)
d	SetInt	d.SetInt(0)
d	SetInt	d.SetInt(s)
d	merge	d.merge(n.children[i+1], out)
d	Set	d.Set(reflect.New(t))
d	Set	d.Set(reflect.New(d.Type().Elem()))
d	Set	d.Set(reflect.MakeSlice(d.Type(), n, n))
dataValue	Interface	dataValue.Interface()
dataValue	Kind	dataValue.Kind()
db	NewScope	db.NewScope(nil)
db	NewScope	db.NewScope(source)
db	NewScope	"db.NewScope(\"\")"
dec	UseNumber	dec.UseNumber()
driver	RowsAffected	driver.RowsAffected(0)
driver	RowsAffected	driver.RowsAffected(n)
dv	Kind	dv.Kind()
e	marshal	"e.marshal(\"\", in.MapIndex(k))"
e	marshal	"e.marshal(\"\", reflect.ValueOf(item.Key))"
e	marshal	"e.marshal(\"\", value)"
e	marshal	e.marshal(tag, in.Elem())
e	marshal	"e.marshal(\"\", m.MapIndex(k))"
e	marshal	"e.marshal(\"\", in.Index(i))"
e	must	e.must(yaml_emitter_initialize(&e.emitter))
e	must	e.must(yaml_document_start_event_initialize(&e.event, nil, nil, true))
e	must	e.must(false)
e	must	e.must(yaml_sequence_start_event_initialize(&e.event, nil, []byte(tag), implicit, style))
e	must	e.must(yaml_mapping_end_event_initialize(&e.event))
e	must	e.must(yaml_sequence_end_event_initialize(&e.event))
e	emit	e.emit()
e	emitScalar	"e.emitScalar(s, \"\", tag, style)"
e	emitScalar	"e.emitScalar(s, \"\", tag, yaml_PLAIN_SCALAR_STYLE)"
e	emitScalar	"e.emitScalar(\"null\", \"\", \"\", yaml_PLAIN_SCALAR_STYLE)"
e	nilv	e.nilv()
e	mappingv	"e.mappingv(tag, func() {
	for _, info := range sinfo.FieldsList {
		var value reflect.Value
		if info.Inline == nil {
			value = in.Field(info.Num)
		} else {
			value = in.FieldByIndex(info.Inline)
		}
		if info.OmitEmpty && isZero(value) {
			continue
		}
		e.marshal(\"\", reflect.ValueOf(info.Key))
		e.flow = info.Flow
		e.marshal(\"\", value)
	}
	if sinfo.InlineMap >= 0 {
		m := in.Field(sinfo.InlineMap)
		if m.Len() > 0 {
			e.flow = false
			keys := keyList(m.MapKeys())
			sort.Sort(keys)
			for _, k := range keys {
				if _, found := sinfo.FieldsMap[k.String()]; found {
					panic(fmt.Sprintf(\"Can't have key %q in inlined map; conflicts with struct field\", k.String()))
				}
				e.marshal(\"\", k)
				e.flow = false
				e.marshal(\"\", m.MapIndex(k))
			}
		}
	}
})"
e	mappingv	"e.mappingv(tag, func() {
	keys := keyList(in.MapKeys())
	sort.Sort(keys)
	for _, k := range keys {
		e.marshal(\"\", k)
		e.marshal(\"\", in.MapIndex(k))
	}
})"
e	mappingv	"e.mappingv(tag, func() {
	slice := in.Convert(reflect.TypeOf([]MapItem{})).Interface().([]MapItem)
	for _, item := range slice {
		e.marshal(\"\", reflect.ValueOf(item.Key))
		e.marshal(\"\", reflect.ValueOf(item.Value))
	}
})"
elemType	Kind	elemType.Kind()
enc	Encode	enc.Encode(errorResponse{Error: errmess})
enc	Encode	enc.Encode(req)
enc	Encode	"enc.Encode(errorResponse{
	Error: \"Only GET and PUT are supported.\",
})"
enc	Encode	enc.Encode(payload{Level: &current})
entry	log	entry.log(TraceLevel, fmt.Sprint(args...))
entry	log	entry.log(DebugLevel, fmt.Sprint(args...))
entry	log	entry.log(WarnLevel, fmt.Sprint(args...))
entry	log	entry.log(ErrorLevel, fmt.Sprint(args...))
entry	log	entry.log(PanicLevel, fmt.Sprint(args...))
entry	log	entry.log(InfoLevel, fmt.Sprint(args...))
entry	Warn	entry.Warn(args...)
entry	Warn	entry.Warn(entry.sprintlnn(args...))
entry	Warn	entry.Warn(fmt.Sprintf(format, args...))
entry	Info	entry.Info(entry.sprintlnn(args...))
entry	Info	entry.Info(args...)
entry	Info	entry.Info(fmt.Sprintf(format, args...))
entry	Panic	entry.Panic(fmt.Sprintf(format, args...))
entry	Panic	entry.Panic(args...)
entry	Panic	entry.Panic(entry.sprintlnn(args...))
entry	Warnf	entry.Warnf(format, args...)
entry	Debug	entry.Debug(fmt.Sprintf(format, args...))
entry	Debug	entry.Debug(args...)
entry	Debug	entry.Debug(entry.sprintlnn(args...))
entry	Trace	entry.Trace(args...)
entry	Trace	entry.Trace(entry.sprintlnn(args...))
entry	Trace	entry.Trace(fmt.Sprintf(format, args...))
entry	Error	entry.Error(args...)
entry	Error	entry.Error(fmt.Sprintf(format, args...))
entry	Error	entry.Error(entry.sprintlnn(args...))
entry	Warnln	entry.Warnln(args...)
entry	Fatal	entry.Fatal(entry.sprintlnn(args...))
entry	Fatal	entry.Fatal(args...)
entry	Fatal	entry.Fatal(fmt.Sprintf(format, args...))
err	Error	err.Error()
errors	New	"errors.New(\"context canceled\")"
errors	New	"errors.New(\"proxy: port number out of range: \" + portStr)"
errors	New	"errors.New(\"proxy: destination host name too long: \" + host)"
errors	New	"errors.New(\"redis: cluster has no state\")"
errors	New	"errors.New(\"pq: Listener has been closed\")"
errors	New	"errors.New(\"ssh: requested service '\" + serviceRequest.Service + \"' before authenticating\")"
errors	Errorf	"errors.Errorf(\"incorrect chaincode message %s received. Expecting %s or %s\", responseMsg.Type, pb.ChaincodeMessage_RESPONSE, pb.ChaincodeMessage_ERROR)"
errors	Errorf	"errors.Errorf(\"[%s] error sending %s\", shorttxid(msg.Txid), pb.ChaincodeMessage_QUERY_STATE_NEXT)"
errors	Errorf	"errors.Errorf(\"[%s] error sending DEL_STATE %s\", shorttxid(msg.Txid), pb.ChaincodeMessage_DEL_STATE)"
errors	Errorf	"errors.Errorf(\"[%s] error sending %s\", shorttxid(msg.Txid), pb.ChaincodeMessage_QUERY_STATE_CLOSE)"
errors	Errorf	"errors.Errorf(\"[%s] cannot create response channel\", shorttxid(txid))"
errors	Errorf	"errors.Errorf(\"[%s] error sending %s\", shorttxid(msg.Txid), pb.ChaincodeMessage_GET_HISTORY_FOR_KEY)"
errors	WithMessage	"errors.WithMessage(err, fmt.Sprintf(\"[%s] error sending PUT_STATE\", msg.Txid))"
errors	WithMessage	"errors.WithMessage(err, fmt.Sprintf(\"[%s]error sending PUT_STATE_METADATA\", msg.Txid))"
errors	WithMessage	"errors.WithMessage(err, fmt.Sprintf(\"[%s]error sending GET_STATE_METADATA\", shorttxid(txID)))"
errors	WithMessage	"errors.WithMessage(err, \"failed extracting signedProposal fields\")"
errors	WithMessage	"errors.WithMessage(err, \"failed computing binding from signedProposal\")"
errors	WithMessage	"errors.WithMessage(err, \"error sending chaincode REGISTER\")"
field	Set	field.Set(reflect.ValueOf(data))
field	Set	field.Set(reflect.Append(field.Field, reflectValue))
field	Set	field.Set(value)
field	Set	field.Set(reflect.ValueOf(nl))
field	Set	field.Set(reflect.Append(fieldsSourceMap[source][i], link...))
field	Set	field.Set(reflect.ValueOf(n))
field	TagSettingsSet	"field.TagSettingsSet(\"AUTO_INCREMENT\", \"AUTO_INCREMENT\")"
field	TagSettingsSet	field.TagSettingsSet(key, value)
field	Type	field.Type()
field	SetUint	field.SetUint(uint64(data[0]))
field	SetUint	field.SetUint(uint64(u32))
field	SetUint	field.SetUint(u64)
fieldType	Kind	fieldType.Kind()
fieldValue	Set	fieldValue.Set(reflect.New(field.Struct.Type.Elem()))
fieldValue	Set	fieldValue.Set(reflect.New(fieldValue.Type().Elem()))
fieldValue	Set	fieldValue.Set(reflectValue.Convert(fieldValue.Type()))
fieldValue	Kind	fieldValue.Kind()
file	assertMode	file.assertMode(gfsWriting)
file	assertMode	file.assertMode(gfsReading)
file	insertChunk	file.insertChunk(data[:size])
file	insertChunk	file.insertChunk(file.wbuf)
fmt	Errorf	"fmt.Errorf(\"invalid redis database number: %q\", f[0])"
fmt	Errorf	"fmt.Errorf(\"unexpected CommandComplete\")"
fmt	Errorf	"fmt.Errorf(\"redigo: unexpected element type for Ints, got type %T\", v)"
fmt	Errorf	"fmt.Errorf(\"not a valid logrus Level: %q\", lvl)"
fmt	Errorf	"fmt.Errorf(\"label value %q is not valid UTF-8\", val)"
fmt	Errorf	"fmt.Errorf(\"redis: unsupported pubsub message: %q\", kind)"
fmt	Sprintf	"fmt.Sprintf(name+\"-for-broker-%d\", broker.ID())"
fmt	Sprintf	"fmt.Sprintf(\"invalid request size (%d)\", prepEnc.length)"
fmt	Sprintf	"fmt.Sprintf(\"unsupported compression codec (%d)\", b.Codec)"
fmt	Sprintf	"fmt.Sprintf(\"(%v.%v %s %v)\", quotedTableName, quotedPrimaryKey, equalSQL, value.Int64)"
fmt	Sprintf	"fmt.Sprintf(\"(%v.%v %s %v)\", quotedTableName, quotedPrimaryKey, equalSQL, value)"
fmt	Sprintf	"fmt.Sprintf(\"Request body must be well-formed JSON: %v\", err)"
fmt	Fprintf	"fmt.Fprintf(&buf, \"%sClose() -> (%v)\", c.prefix, err)"
fmt	Fprintf	"fmt.Fprintf(&buffer, \"Error #%02d: %s\\n\", i+1, msg.Err)"
fmt	Fprintf	"fmt.Fprintf(st, \"\\n%+v\", f)"
fmt	Fprintf	"fmt.Fprintf(log.errorOutput, \"%v Logger.check error: failed to get caller\\n\", time.Now().UTC())"
fmt	Fprintf	"fmt.Fprintf(s, \"%d\", f.line())"
fmt	Fprintf	"fmt.Fprintf(buf, \"%q\", v)"
fmt	Fprint	fmt.Fprint(buf, v)
fmt	Fprint	fmt.Fprint(&buf, arg)
globalLogger	Output	globalLogger.Output(2, fmt.Sprintln(v...))
globalLogger	Output	globalLogger.Output(2, fmt.Sprintf(format, v...))
globalLogger	Output	globalLogger.Output(2, fmt.Sprint(v...))
globalMutex	Unlock	globalMutex.Unlock()
globalMutex	Lock	globalMutex.Lock()
group	handle	"group.handle(\"DELETE\", relativePath, handlers)"
group	handle	"group.handle(\"POST\", relativePath, handlers)"
group	handle	"group.handle(\"PUT\", relativePath, handlers)"
group	handle	"group.handle(\"PATCH\", relativePath, handlers)"
group	handle	"group.handle(\"HEAD\", relativePath, handlers)"
group	handle	"group.handle(\"OPTIONS\", relativePath, handlers)"
group	returnObj	group.returnObj()
h	Helper	h.Helper()
h	Write	h.Write(r.H)
h	Write	h.Write(tag)
h	Write	h.Write(r.SessionID)
h	Write	h.Write(r.K)
h	Write	h.Write(data)
h	Write	h.Write(K)
h	Sum	h.Sum(nil)
handler	createResponse	handler.createResponse(ERROR, responseMsg.Payload)
handler	createResponse	handler.createResponse(ERROR, []byte(errStr))
handler	createResponse	"handler.createResponse(ERROR, []byte(fmt.Sprintf(\"[%s] Incorrect chaincode message %s received. Expecting %s or %s\", shorttxid(responseMsg.Txid), responseMsg.Type, pb.ChaincodeMessage_RESPONSE, pb.ChaincodeMessage_ERROR)))"
handler	createResponse	handler.createResponse(ERROR, []byte(err.Error()))
handler	deleteChannel	handler.deleteChannel(channelId, txid)
handler	deleteChannel	handler.deleteChannel(channelID, txid)
handler	Lock	handler.Lock()
handler	Unlock	handler.Unlock()
handler	serialSendAsync	handler.serialSendAsync(msg, nil)
handler	serialSendAsync	handler.serialSendAsync(msg, errc)
hasher	Write	hasher.Write([]byte(signingString))
header	Set	header.Set(contentTypeHeader, string(contentType))
header	Set	header.Set(contentLengthHeader, fmt.Sprint(buf.Len()))
header	Set	header.Set(contentEncodingHeader, encoding)
hex	Encode	hex.Encode(dst[0:], src[0:4])
hex	Encode	hex.Encode(dst[14:], src[6:8])
hex	Encode	hex.Encode(dst[24:], src[10:16])
hex	Encode	hex.Encode(dst[19:], src[8:10])
hex	Encode	hex.Encode(dst[9:], src[4:6])
hex	Encode	hex.Encode(result[2:], v)
hex	EncodeToString	hex.EncodeToString(psum.Sum(nil))
hex	EncodeToString	hex.EncodeToString(h.Sum(nil))
hmac	New	hmac.New(sha256.New, key)
hmac	New	hmac.New(sha1.New, key)
http	Error	"http.Error(w, \"No metrics encoded, last error:\\n\\n\"+lastErr.Error(), http.StatusInternalServerError)"
http	Error	"http.Error(w, \"An error has occurred during metrics collection:\\n\\n\"+err.Error(), http.StatusInternalServerError)"
http	Error	"http.Error(w, \"An error has occurred during metrics encoding:\\n\\n\"+err.Error(), http.StatusInternalServerError)"
http	Error	http.Error(w, http.StatusText(status), status)
indirectScopeValue	Kind	indirectScopeValue.Kind()
indirectScopeValue	Len	indirectScopeValue.Len()
indirectType	Kind	indirectType.Kind()
internal	Logf	"internal.Logf(
	\"specified duration is %s, but minimal supported value is %s\",
	dur, time.Second,
)"
internal	Logf	"internal.Logf(\"sentinel: GetMasterAddrByName name=%q failed: %s\",
	c.masterName, err)"
internal	Logf	"internal.Logf(\"info for cmd=%s not found\", name)"
internal	Logf	"internal.Logf(\"sentinel: Sentinels master=%q failed: %s\", c.masterName, err)"
internal	Logf	"internal.Logf(\"redis: unknown message: %T\", msg)"
internal	Logf	"internal.Logf(\"sentinel: discovered new sentinel=%q for master=%q\",
	sentinelAddr, c.masterName)"
internal	IsRetryableError	internal.IsRetryableError(err, true)
internal	IsRetryableError	internal.IsRetryableError(err, cmd.readTimeout() == nil)
internal	IsRedisError	internal.IsRedisError(err)
